modelId,createdAt,last_modified,predicted_tag
bhenrym14/airoboros-13b-gpt4-1.4.1-PI-8192-GPTQ,2023-07-06 13:11:14,2023-07-07 00:56:05,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
davidfisher/test_model,2023-07-14 15:39:56,2023-07-14 20:40:19,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
adbcode/whisper-tiny-en,2023-07-24 13:04:59,2023-07-24 13:29:39,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
foreverip/q-Taxi-v3,2023-07-12 20:56:37,2023-07-12 20:56:40,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Markov decision processes']"
avidoavid/RWKV-7b-finetuned,2023-07-28 03:11:38,2023-08-02 22:26:54,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
deetsadi/q-Taxi-v3,2023-07-24 16:37:07,2023-07-24 16:37:10,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
NasimB/gpt2-concat-top-for-aochildes-cbt-guten,2023-07-08 07:01:02,2023-07-08 09:28:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
DogGoesBark/medical_pubmed_8_13,2023-07-13 22:56:19,2023-07-14 00:48:48,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
princeton-nlp/RMT-1.3b-30k,2023-07-23 21:48:41,2023-10-27 14:52:04,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
digiplay/CityEdge_StyleMix_v1.44,2023-07-03 01:27:43,2023-07-03 02:03:34,"['Computing methodologies', 'Artificial intelligence', 'Distributed artificial intelligence', 'Multi-agent systems']"
aroot/eng-mya-simcse_longestplus_usrb,2023-07-07 06:37:16,2023-07-07 06:58:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
jarguello76/whisper-tiny-dv,2023-07-19 23:43:08,2023-07-20 00:08:44,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
jondurbin/airoboros-l2-7b-gpt4-2.0,2023-07-28 06:19:50,2023-08-04 20:52:36,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
chriskim2273/IOTNation_CompanyName_AND_Location_Extraction_QA_Model_1.4_Distilbert,2023-07-27 06:40:17,2023-07-28 00:35:01,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
bacillust/distilbert-base-uncased-finetuned-imdb,2023-07-12 07:42:31,2023-07-12 08:17:57,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
hopkins/eng-kor-wsample.48,2023-07-04 22:42:31,2023-07-04 23:00:45,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
aroot/eng-fra-simcse_longestplus_usblu,2023-07-07 03:32:12,2023-07-07 03:51:24,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
Centipede5/mbti_model,2023-07-19 04:28:35,2023-07-19 05:04:31,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
mlabonne/llama-2-13b-guanaco,2023-07-30 14:13:37,2023-07-30 15:57:40,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
skywalker7/Taxi-v3,2023-07-09 22:45:54,2023-07-09 22:45:57,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Discrete space search']"
yhyhy3/open_llama_7b_v2_med_instruct,2023-07-09 17:19:43,2023-07-10 16:22:39,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Naruke/q-FrozenLake-v1-4x4-noSlippery,2023-07-21 18:17:21,2023-07-21 18:17:25,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Inverse reinforcement learning']"
NasimB/bnc_spoken_cbt_log_rarity-mixed-seed,2023-08-02 16:28:25,2023-08-02 19:07:45,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
JapGuy/MiroZbirka_v4_565Epochs_RVC_v2,2023-08-19 15:51:31,2023-08-19 16:05:41,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Rounak28/bengaliAI-whisper-medium-finetuned-0-50000,2023-08-23 15:04:46,2023-08-24 12:10:32,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
jakobkruse/codeparrot-ds,2023-08-01 15:26:47,2023-08-03 09:25:23,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
bigmorning/whisper_charsplit_new_0029,2023-08-13 11:20:40,2023-08-13 11:20:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
NEXAS/stock-pred,2023-08-29 09:35:43,2023-08-29 09:44:34,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning linear models', 'Perceptron algorithm']"
mlabonne/dummy-CodeLlama-7b-hf,2023-08-25 18:29:08,2023-09-14 10:18:59,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
bigmorning/whisper_char_cv12_pad_lob100_low_sup__0030,2023-08-26 15:42:58,2023-08-26 15:43:05,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
sweetpablo/diffuwusion,2023-08-18 16:58:48,2023-08-18 17:11:48,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Spectral methods']"
wondrow/Ferdi_Tayfur,2023-08-27 13:47:42,2023-08-27 13:50:11,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Logic programming and answer set programming']"
AliGhiasvand86/gisha_digit_recognition,2023-08-14 12:34:21,2023-08-14 12:34:27,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
facebook/seamless-m4t-medium,2023-08-18 18:59:57,2023-12-14 04:53:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
papepipopu/ppo-SnowballTarget-course,2023-08-12 11:31:19,2023-08-12 11:31:26,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
Shishir1807/Planner_Multi_v1,2023-08-03 12:27:39,2023-08-03 12:28:19,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
Blaxzter/whisper-large-v2-inference-endpoint,2023-08-11 20:32:40,2023-08-12 09:01:25,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning']"
64FC/whisper-tiny-en,2023-08-25 08:36:01,2023-08-25 09:20:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
MRNH/cartPole,2023-08-11 07:33:41,2023-08-11 07:33:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Multi-agent reinforcement learning']"
kasperchen/q-Taxi-v3,2023-08-10 06:36:10,2023-08-10 06:36:12,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
AdapterHub/xmod-base-am_ET,2023-08-31 12:45:54,2023-08-31 12:59:04,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
Rzoro/sd-prompt-generator-gpt-neo,2023-08-21 14:48:18,2023-08-21 16:41:12,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
cognitivecomputations/Samantha-1.1-70b,2023-08-20 16:57:59,2023-11-18 03:53:02,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
ilikethighs/genz_model2,2023-08-04 17:29:09,2023-08-04 18:01:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
dariowsz/ppo-LunarLander-v2-from-scratch,2023-08-04 17:34:42,2023-08-04 17:34:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Multi-agent reinforcement learning']"
CiroN2022/rapture-style,2023-08-29 15:10:22,2023-08-29 15:10:25,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
CyberHarem/takasago_tomoe_eromangasensei,2023-08-15 08:57:01,2023-08-15 09:02:15,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from implicit feedback']"
kaholau/dog,2023-09-12 02:25:39,2023-09-12 02:46:17,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
LoneStriker/samantha-mistral-instruct-7b-5.0bpw-h6-exl2,2023-09-30 10:02:00,2023-09-30 10:58:52,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
jongalon/intel_image_classification_fastai,2023-09-02 13:17:34,2023-09-02 13:17:37,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Object recognition']"
kataragi/Fluegel,2023-09-29 04:03:53,2023-09-29 04:19:56,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
CyberHarem/shirasagi_chisato_bangdream,2023-09-26 09:27:08,2023-09-26 09:47:01,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
Narmadat21/falcon_7b_finetuned,2023-09-27 09:23:32,2023-09-27 09:24:01,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
flobbit/ford-pickup-truck-1966-sdxl-lora,2023-09-24 15:31:56,2023-09-24 15:45:47,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
CKSINGH/whisper-medium-hi,2023-09-12 05:35:22,2023-11-11 05:38:56,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
CyberHarem/tsujino_akari_idolmastercinderellagirls,2023-09-19 09:18:12,2023-09-19 09:34:28,"['Computing methodologies', 'Artificial intelligence', 'Distributed artificial intelligence', 'Cooperation and coordination']"
ygaci/q-FrozenLake-v1-4x4-noSlippery,2023-09-16 15:23:32,2023-09-16 15:23:37,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Discrete space search']"
ialvarenga/setfit-experiment-8-examples,2023-09-25 01:02:03,2023-09-25 01:02:21,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum likelihood modeling']"
btamm12/roberta-base-finetuned-wls-whisper-4ep,2023-09-01 15:06:47,2023-09-01 15:09:27,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
sandromck/movie-genre-predictions,2023-09-24 21:51:03,2023-10-27 01:59:57,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
FedeBerto/Griffith,2023-09-07 10:48:17,2023-09-20 13:49:16,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
bibimbap/Qwen-7B-Chat,2023-09-14 16:11:01,2023-09-14 16:44:41,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
facebook/mms-tts-zim,2023-09-01 13:51:34,2023-09-01 13:53:47,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning in probabilistic graphical models', 'Maximum likelihood modeling']"
sd-concepts-library/finn,2023-09-11 20:16:37,2023-09-11 20:16:40,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
marcdemory/SDXL-lora-MADeMory-v1-0-2,2023-09-02 21:56:43,2023-09-03 03:32:36,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Feature selection']"
Arlethh/leth,2023-09-20 20:57:48,2023-09-21 03:36:57,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Yntec/lamettaRemix,2023-09-07 15:00:14,2024-11-22 01:42:11,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Game tree search']"
facebook/mms-tts-tnr,2023-09-01 13:16:20,2023-09-01 13:16:37,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Yntec/aPhotographicTrend,2023-09-16 12:13:13,2023-09-17 07:37:08,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Fairy123-jcdkdovi/real,2023-09-08 14:06:30,2023-09-08 14:06:49,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from implicit feedback']"
TheBloke/Synthia-7B-v1.2-GPTQ,2023-09-24 03:53:17,2023-09-27 12:54:37,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
facebook/mms-tts-orm,2023-09-01 13:22:08,2023-09-01 13:22:36,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
teknium/CollectiveCognition-v1.1-Mistral-7B,2023-10-04 20:29:59,2023-10-07 00:22:52,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
bartowski/Mistral-7B-codealpaca-lora-exl2,2023-10-28 13:30:41,2023-10-29 06:29:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
stefan-it/hmbench-newseye-sv-hmbert-bs4-wsFalse-e10-lr3e-05-poolingfirst-layers-1-crfFalse-1,2023-10-16 19:31:29,2023-10-17 23:19:11,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
Nexesenex/Airoboros-c34b-2.2.1-Mistral,2023-10-02 18:11:16,2023-10-02 18:31:21,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
12345testing/ech_model,2023-10-01 23:06:46,2023-10-02 00:20:23,"['Computing methodologies', 'Artificial intelligence', 'Machine learning']"
laughingrice/dl_us_sos_inversion,2023-10-19 17:03:27,2023-10-21 21:42:27,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Facehugger135/xlm-roberta-base-finetuned-panx-de,2023-10-06 00:01:19,2023-10-07 21:55:03,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
